District ID,District Name,School ID,School Name,Principal,Grades,School Type,County,Student Enrollment,Ever English Learners,Languages Spoken,Students with Disabilities,Free/Reduced Priced Lunch,Required Immunizations,Teachers,Educational Assistants,Counselors,Average Teacher Turnover Rate,Teacher Experience,Same Principal in the Last 3 Years,Class Size,Class Size Change from Last Year,Class Size Change Value,Oregon Class Size Average,Regular Attenders,Regular Attenders Change from Last Year,Regular Attenders Change Value,Oregon Regular Attenders Average,Individual Student Progress,English Language Arts,ELA Change from Last Year,ELA Change Value,Oregon ELA Average,Mathematics,Mathematics Change from Last Year,Mathematics Change Value,Oregon Mathematics Average,On-Track to Graduate,On-Track to Graduate Change from Last Year,On-Track to Graduate Change Value,Oregon On-Track to Graduate Average,On-Time Graduation,On-Time Graduation Change from Last Year,On-Time Graduation Change Value,Oregon On-Time Graduation Average,Five-Year Completion,Five-Year Completion Change from Last Year,Five-Year Completion Change Value,Oregon Five-Year Completion Average,College Going,College Going Change from Last Year,College Going Change Value,Oregon College Going Average
2048,Medford SD 549C,424,North Medford High School,Dan Smith,Grade(s) 9-12,H,Jackson,1545,14%,15,8%,45%,96%,72,15,4,12%,78%,Yes,26,Decrease,1,25,79%,Increase,5%,80%,,,,,,,,,,87%,Decrease,>8%,85%,91%,Increase,1%,79%,95%,Increase,5%,85%,53%,Decrease,8%,62%
2048,Medford SD 549C,415,Oak Grove Elementary School,Richard Sullivan,Grade(s) K-6,E,Jackson,536,23%,7,20%,>95%,94%,25,11,0,16%,71%,Yes,25.5,Increase,1,25,80%,Decrease,2%,80%,High,48%,Decrease,1%,51%,31%,Decrease,9%,42%,,,,,,,,,,,,,,,,
2048,Medford SD 549C,417,Roosevelt Elementary School,Kristi Anderson,Grade(s) K-6,E,Jackson,413,12%,8,25%,>95%,93%,22,14,0,30%,63%,No,21,Decrease,3,25,76%,Increase,1%,80%,High,50%,Decrease,3%,51%,40%,Decrease,2%,42%,,,,,,,,,,,,,,,,
2048,Medford SD 549C,418,Ruch Elementary School,Julie Barry,Grade(s) K-8,E,Jackson,221,*,4,12%,>95%,71%,12,4,0,17%,73%,Yes,29,Increase,6,25,83%,Decrease,9%,80%,Average,54%,Decrease,4%,52%,40%,Decrease,2%,41%,,,,,,,,,,,,,,,,
2048,Medford SD 549C,423,South Medford High School,Donnie Frazier,Grade(s) 9-12,H,Jackson,1727,20%,12,9%,48%,95%,73,10,4,14%,81%,No,27,Increase,1,25,77%,Increase,3%,80%,,,,,,,,,,88%,Decrease,>7%,85%,85%,Increase,2%,79%,90%,Decrease,3%,85%,54%,Decrease,2%,62%
2048,Medford SD 549C,5304,The Valley School of Southern Oregon,Amy Thuren,Grade(s) 6-8,M,Jackson,120,*,2,12%,18%,82%,3,1,0,49%,100%,No,27.5,Increase,24,25,84%,Decrease,4%,80%,Average,74%,Decrease,2%,54%,61%,Decrease,3%,39%,,,,,,,,,,,,,,,,
2048,Medford SD 549C,419,Washington Elementary School,Sallie Johnson,Grade(s) K-6,E,Jackson,375,29%,5,16%,>95%,96%,19,9,0,13%,76%,Yes,26,Increase,5,25,78%,Decrease,3%,80%,High,39%,Increase,5%,51%,27%,Increase,6%,42%,,,,,,,,,,,,,,,,
2048,Medford SD 549C,420,Wilson Elementary School,Charity Macleod,Grade(s) K-6,E,Jackson,521,16%,9,17%,>95%,92%,25,14,0,24%,62%,No,25,Increase,1,25,77%,Increase,2%,80%,Average,49%,Increase,4%,51%,36%,Decrease,2%,42%,,,,,,,,,,,,,,,,
2205,Milton-Freewater Unified SD 7,1057,Central Middle School,Tim Sprenger,Grade(s) 6-8,M,Umatilla,412,50%,4,17%,>95%,92%,22,10,0,12%,79%,Yes,20,Decrease,2,25,75%,Decrease,3%,80%,Average,39%,Decrease,3%,54%,22%,Decrease,8%,39%,,,,,,,,,,,,,,,,
2205,Milton-Freewater Unified SD 7,5296,Freewater Elementary School,Donald Davis,Grade(s) 4-5,E,Umatilla,280,47%,4,13%,>95%,98%,16,13,0,17%,69%,No,25,Increase,1,25,81%,Decrease,5%,80%,High,40%,Increase,7%,53%,43%,Increase,11%,41%,,,,,,,,,,,,,,,,
2205,Milton-Freewater Unified SD 7,5434,Gib Olinger Elementary School,Ami Muilenburg,Grade(s) K-3,E,Umatilla,531,49%,3,12%,>95%,98%,33,28,0,-1,65%,Yes,22,New School,,25,74%,New School,,80%,*,35%,New School,,47%,35%,New School,,47%,,,,,,,,,,,,,,,,
2205,Milton-Freewater Unified SD 7,1064,McLoughlin High School,Mindi Vaughan,Grade(s) 9-12,H,Umatilla,505,47%,8,11%,>95%,97%,29,9,1,28%,48%,Yes,20,Increase,1,25,66%,Decrease,6%,80%,,,,,,,,,,91%,Decrease,1%,85%,83%,Increase,2%,79%,84%,Decrease,1%,85%,49%,Decrease,3%,62%
2249,Mitchell SD 55,5440,Cascade Virtual Academy,Timothy Jalkanen,Grade(s) K-8,E,Wheeler,165,*,2,15%,60%,84%,4,0,<1,-1,69%,Yes,19,New School,,25,91%,New School,,80%,*,31%,New School,,52%,13%,New School,,41%,,,,,,,,,,,,,,,,
2249,Mitchell SD 55,5441,Destinations Career Academy of Oregon,Tim Jalkanen,Grade(s) 9-11,H,Wheeler,84,*,2,14%,51%,92%,2,0,<1,-1,75%,Yes,4,New School,,25,62%,New School,,80%,,,,,,,,,,39%,New School,,85%,,Unavailable,,,*,Unavailable,,,,Unavailable,,
2249,Mitchell SD 55,5150,Insight School of Oregon Painted Hills,Tim Jalkanen,Grade(s) 7-12,H,Wheeler,394,6%,3,16%,48%,93%,11,0,1,39%,75%,Yes,21,Decrease,24,25,53%,Increase,12%,80%,,,,,,,,,,38%,Increase,14%,85%,20%,Increase,3%,79%,30%,Increase,2%,85%,30%,Decrease,2%,62%
2249,Mitchell SD 55,3404,Mitchell School,Vince Swagerty,Grade(s) K-12,H,Wheeler,44,*,3,*,39%,93%,7,2,0,38%,83%,No,6,Decrease,1,25,72%,Decrease,12%,80%,,,,,,,,,,,Unavailable,,85%,75%,Decrease,25%,79%,100%,Increase,33%,85%,,Unavailable,,62%
1925,Molalla River SD 35,93,Clarkes Elementary School,Larry Conley,Grade(s) K-5,E,Clackamas,173,*,2,16%,28%,94%,10,3,<1,6%,92%,No,22,Decrease,4,25,85%,Decrease,1%,80%,Average,69%,Increase,3%,51%,57%,Increase,6%,43%,,,,,,,,,,,,,,,,
1925,Molalla River SD 35,94,Molalla Elementary School,Linda Brecht-Kwirant,Grade(s) K-5,E,Clackamas,423,25%,5,17%,59%,94%,24,8,1,7%,88%,No,24,Decrease,1,25,79%,Increase,1%,80%,High,32%,Decrease,7%,51%,32%,Decrease,4%,43%,,,,,,,,,,,,,,,,
1925,Molalla River SD 35,142,Molalla High School,Brad Berzinski,Grade(s) 9-12,H,Clackamas,706,17%,17,14%,32%,95%,34,6,2,10%,78%,No,27,Increase,1,25,66%,No Change,,80%,,,,,,,,,,89%,Decrease,>6%,85%,80%,No Change,,79%,86%,Increase,6%,85%,67%,Increase,8%,62%
1925,Molalla River SD 35,4745,Molalla River Academy,Shelly Urben,Grade(s) K-8,E,Clackamas,209,*,2,12%,*,88%,11,5,0,29%,80%,Yes,24,No Change,,25,79%,Decrease,9%,80%,Average,37%,Decrease,7%,52%,38%,Decrease,10%,41%,,,,,,,,,,,,,,,,
1925,Molalla River SD 35,95,Molalla River Middle School,Randy Dalton,Grade(s) 6-8,M,Clackamas,513,15%,6,19%,42%,95%,25,5,1,14%,74%,No,25,Decrease,1,25,76%,Decrease,2%,80%,Average,52%,Decrease,4%,54%,29%,Decrease,4%,39%,,,,,,,,,,,,,,,,
1925,Molalla River SD 35,121,Mulino Elementary School,Elise Hall,Grade(s) K-5,E,Clackamas,292,6%,4,10%,31%,92%,16,1,<1,6%,94%,No,24.5,No Change,,25,83%,Decrease,1%,80%,Low,59%,Increase,4%,51%,38%,Decrease,12%,43%,,,,,,,,,,,,,,,,
1925,Molalla River SD 35,4818,Renaissance Public Academy,Nicole Hans,Grade(s) 3-12,H,Clackamas,95,12%,3,*,*,74%,9,0,0,37%,40%,No,11,Decrease,4,25,73%,Decrease,3%,80%,,,,,,,,,,,Unavailable,,85%,100%,No Change,,79%,100%,Increase,29%,85%,,Unavailable,,62%
1925,Molalla River SD 35,128,Rural Dell Elementary School,Larry Conley,Grade(s) K-5,E,Clackamas,250,9%,4,10%,41%,89%,14,3,<1,13%,57%,Yes,25.5,Increase,1,25,82%,Increase,7%,80%,Average,52%,Decrease,5%,51%,37%,Increase,5%,43%,,,,,,,,,,,,,,,,
1898,Monroe SD 1J,1321,Monroe Grade School,Kathi Holvey,Grade(s) K-8,E,Benton,258,14%,3,16%,45%,97%,17,10,0,28%,67%,Yes,19,Increase,3,25,78%,Increase,6%,80%,High,41%,Increase,5%,52%,37%,Increase,17%,41%,,,,,,,,,,,,,,,,
1898,Monroe SD 1J,43,Monroe High School,Beau Sisneros,Grade(s) 9-12,H,Benton,111,20%,2,14%,34%,98%,9,4,0,19%,70%,No,11,No Change,,25,75%,Increase,5%,80%,,,,,,,,,,93%,Increase,2%,85%,87%,Increase,12%,79%,82%,Decrease,5%,85%,48%,Decrease,8%,62%
2010,Monument SD 8,3350,Monument School,Laura Thomas,Grade(s) K-12,H,Grant,54,*,1,*,39%,69%,6,<1,0,22%,83%,No,8,Increase,3,25,82%,Decrease,>13%,80%,,,,,,,,,,,Unavailable,,85%,100%,Increase,14%,79%,86%,Decrease,14%,85%,,Unavailable,,62%
2147,Morrow SD 1,813,A C Houghton Elementary School,Tracey Johnson,Grade(s) K-3,E,Morrow,268,35%,3,17%,>95%,97%,16,12,<1,14%,41%,Yes,22,Decrease,1,25,83%,Decrease,3%,80%,*,45%,Increase,3%,47%,48%,Increase,20%,47%,,,,,,,,,,,,,,,,
2147,Morrow SD 1,815,Heppner Elementary School,Dieter Waite,Grade(s) K-6,E,Morrow,167,*,2,17%,38%,96%,10,7,0,7%,92%,No,24,Decrease,2,25,81%,Decrease,1%,80%,High,63%,Increase,13%,51%,43%,Increase,5%,42%,,,,,,,,,,,,,,,,
2147,Morrow SD 1,818,Heppner Junior/Senior High School,Matt Combe,Grade(s) 7-12,H,Morrow,167,*,2,15%,37%,96%,11,3,0,0%,100%,Yes,16,Increase,2,25,80%,Decrease,3%,80%,,,,,,,,,,96%,Increase,>2%,85%,76%,Decrease,12%,79%,96%,Decrease,4%,85%,55%,Decrease,5%,62%
2147,Morrow SD 1,4048,Irrigon Elementary School,Erin Stocker,Grade(s) 4-6,E,Morrow,218,41%,2,16%,>95%,99%,13,6,<1,15%,60%,Yes,24.5,Increase,2,25,88%,Increase,2%,80%,High,46%,Increase,15%,53%,39%,Increase,18%,40%,,,,,,,,,,,,,,,,
2147,Morrow SD 1,817,Irrigon Junior/Senior High School,Ryan Keefauver,Grade(s) 7-12,H,Morrow,361,38%,2,14%,64%,99%,20,8,1,23%,67%,Yes,19,Increase,1,25,81%,No Change,,80%,,,,,,,,,,96%,No Change,,85%,81%,Increase,1%,79%,89%,No Change,,85%,34%,Decrease,3%,62%
2147,Morrow SD 1,5433,Morrow Education Center,Marie Shimer,Grade(s) K-12,H,Morrow,49,24%,2,*,>95%,96%,3,2,0,-1,100%,Yes,8,New School,,25,50%,New School,,80%,,,,,,,,,,,New School,,85%,,Unavailable,,,*,Unavailable,,,,Unavailable,,
2147,Morrow SD 1,820,Riverside Junior/Senior High School,David Norton,Grade(s) 7-12,H,Morrow,407,65%,3,9%,71%,98%,23,9,1,14%,74%,No,18.5,Increase,2,25,81%,Increase,5%,80%,,,,,,,,,,90%,Decrease,1%,85%,93%,Increase,7%,79%,89%,Decrease,1%,85%,37%,Increase,2%,62%
2147,Morrow SD 1,814,Sam Boardman Elementary School,Brandon Hammond,Grade(s) K-3,E,Morrow,334,49%,3,15%,>95%,96%,22,17,<1,24%,70%,No,21,Decrease,2,25,77%,Decrease,1%,80%,*,24%,Decrease,1%,47%,28%,Increase,3%,47%,,,,,,,,,,,,,,,,
2147,Morrow SD 1,4047,Windy River Elementary School,Kyle Aurdahl,Grade(s) 4-6,E,Morrow,292,66%,6,14%,>95%,97%,15,9,<1,31%,81%,No,24,No Change,,25,83%,Decrease,3%,80%,High,34%,Increase,4%,53%,23%,Increase,2%,40%,,,,,,,,,,,,,,,,
2145,Mt Angel SD 91,794,John F Kennedy High School,Dale Pedersen,Grade(s) 9-12,H,Marion,176,33%,7,15%,59%,96%,15,5,1,13%,87%,No,14,Decrease,1,25,69%,Decrease,3%,80%,,,,,,,,,,81%,Decrease,8%,85%,74%,Decrease,2%,79%,82%,Decrease,11%,85%,44%,Decrease,17%,62%
2145,Mt Angel SD 91,792,Mt Angel Middle School,Jared Tiecke,Grade(s) 6-8,M,Marion,189,31%,4,12%,58%,95%,10,2,0,13%,100%,No,23.5,Increase,2,25,81%,Increase,6%,80%,High,58%,Increase,1%,54%,28%,Decrease,8%,39%,,,,,,,,,,,,,,,,
2145,Mt Angel SD 91,793,St Marys Public School,Katie Voss,Grade(s) K-5,E,Marion,361,22%,3,10%,53%,93%,21,4,1,9%,82%,Yes,22,Decrease,1,25,84%,Decrease,1%,80%,High,51%,Increase,5%,51%,48%,Increase,3%,43%,,,,,,,,,,,,,,,,
1968,Myrtle Point SD 41,214,Myrtle Crest School,Allyson Blackman,Grade(s) K-6,E,Coos,300,*,2,16%,>95%,93%,18,9,0,21%,50%,No,21,No Change,,25,70%,Decrease,4%,80%,Average,36%,No Change,,51%,27%,Decrease,3%,42%,,,,,,,,,,,,,,,,
1968,Myrtle Point SD 41,215,Myrtle Point High School,Kayli Fandel,Grade(s) 7-12,H,Coos,211,5%,2,16%,>95%,94%,14,3,1,13%,79%,No,16,Increase,2,25,70%,Increase,3%,80%,,,,,,,,,,91%,Increase,20%,85%,70%,Increase,4%,79%,74%,Increase,11%,85%,37%,Decrease,15%,62%
2198,Neah-Kah-Nie SD 56,1020,Garibaldi Elementary School,Janmarie Nugent,Grade(s) K-5,E,Tillamook,160,8%,6,16%,49%,93%,11,10,<1,25%,67%,Yes,19,Decrease,1,25,82%,Increase,2%,80%,Average,45%,Increase,3%,51%,23%,Decrease,9%,43%,,,,,,,,,,,,,,,,
2198,Neah-Kah-Nie SD 56,1022,Neah-Kah-Nie High School,Heidi Buckmaster,Grade(s) 9-12,H,Tillamook,204,6%,4,16%,42%,91%,16,10,1,22%,82%,Yes,16,Decrease,2,25,77%,Increase,5%,80%,,,,,,,,,,87%,Increase,6%,85%,92%,Increase,2%,79%,93%,Increase,3%,85%,44%,Decrease,14%,62%
2198,Neah-Kah-Nie SD 56,4481,Neah-Kah-Nie Middle School,Lori Dilbeck,Grade(s) 6-8,M,Tillamook,213,8%,5,19%,49%,95%,13,6,0,24%,87%,Yes,22,Decrease,1,25,85%,Decrease,1%,80%,High,57%,Decrease,9%,54%,48%,No Change,,39%,,,,,,,,,,,,,,,,
2198,Neah-Kah-Nie SD 56,1021,Nehalem Elementary School,Kristi Woika,Grade(s) K-5,E,Tillamook,192,6%,3,15%,52%,88%,11,9,<1,12%,82%,Yes,22,No Change,,25,79%,Decrease,1%,80%,Average,53%,Decrease,6%,51%,39%,Decrease,13%,43%,,,,,,,,,,,,,,,,
2199,Nestucca Valley SD 101J,1023,Nestucca High School,Ken Richwine,Grade(s) 7-12,H,Tillamook,223,10%,2,16%,67%,98%,15,7,0,22%,60%,Yes,21,Increase,4,25,71%,Decrease,1%,80%,,,,,,,,,,92%,Increase,8%,85%,81%,Decrease,3%,79%,90%,Decrease,1%,85%,47%,Decrease,21%,62%
2199,Nestucca Valley SD 101J,1019,Nestucca Valley Elementary,Chad Holloway,Grade(s) K-6,E,Tillamook,260,15%,2,15%,>95%,94%,14,6,0,28%,86%,Yes,21,Decrease,4,25,80%,Decrease,4%,80%,Average,45%,Decrease,5%,51%,37%,Decrease,2%,42%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1335,Antonia Crater Elementary School,John McAndrews,Grade(s) K-5,E,Yamhill,449,6%,12,14%,26%,93%,21,6,1,10%,95%,No,26,Increase,1,25,90%,No Change,,80%,High,73%,Increase,7%,51%,67%,Increase,5%,43%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1336,Chehalem Valley Middle School,Casey Petrie,Grade(s) 6-8,M,Yamhill,614,12%,6,16%,37%,95%,25,11,2,10%,93%,Yes,27,Increase,1,25,82%,Decrease,1%,80%,Low,53%,Increase,4%,54%,37%,No Change,,39%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1216,Dundee Elementary School,Reed Langdon,Grade(s) K-5,E,Yamhill,258,10%,5,22%,31%,95%,16,8,1,26%,83%,Yes,24,No Change,,25,86%,No Change,,80%,High,50%,Decrease,12%,51%,46%,Decrease,9%,43%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1217,Edwards Elementary School,Scott Murphy,Grade(s) K-5,E,Yamhill,564,27%,3,9%,>95%,94%,30,10,1,12%,78%,Yes,24,No Change,,25,88%,No Change,,80%,High,54%,Increase,2%,51%,46%,Decrease,1%,43%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1218,Ewing Young Elementary School,Brian Wood,Grade(s) K-5,E,Yamhill,193,*,5,13%,25%,92%,9,<1,<1,18%,82%,No,24,Decrease,1,25,>95%,Increase,>4%,80%,High,74%,Increase,11%,51%,63%,Decrease,2%,43%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,4342,Joan Austin Elementary School,Jennifer Bailey,Grade(s) K-5,E,Yamhill,304,11%,8,16%,43%,91%,20,6,1,13%,91%,No,24,Increase,1,25,85%,No Change,,80%,Low,46%,Decrease,9%,51%,38%,Decrease,9%,43%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1219,Mabel Rush Elementary School,Tim Lauer,Grade(s) K-5,E,Yamhill,445,14%,13,14%,35%,92%,24,7,1,10%,83%,No,24.5,Decrease,1,25,88%,Decrease,3%,80%,High,57%,Increase,8%,51%,48%,Increase,1%,43%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1221,Mountain View Middle School,Terry McElligott,Grade(s) 6-8,M,Yamhill,511,21%,12,16%,48%,94%,24,5,2,22%,65%,No,27,Increase,2,25,81%,Increase,1%,80%,High,61%,Increase,4%,54%,43%,Increase,3%,39%,,,,,,,,,,,,,,,,
2254,Newberg SD 29J,1222,Newberg Senior High School,Tami Erion,Grade(s) 9-12,H,Yamhill,1538,16%,16,13%,40%,96%,66,9,6,13%,94%,No,27,Increase,1,25,74%,Increase,1%,80%,,,,,,,,,,72%,Decrease,7%,85%,84%,No Change,,79%,90%,Increase,4%,85%,59%,Decrease,4%,62%
1966,North Bend SD 13,204,Hillcrest Elementary School,Jon Davison,Grade(s) K-5,E,Coos,456,6%,7,16%,59%,95%,23,17,0,10%,95%,Yes,23,Decrease,1,25,89%,Increase,1%,80%,High,63%,Decrease,2%,51%,68%,Increase,4%,43%,,,,,,,,,,,,,,,,
1966,North Bend SD 13,205,North Bay Elementary School,Bruce Martin,Grade(s) K-5,E,Coos,506,*,2,15%,59%,95%,25,23,0,15%,91%,Yes,25,Increase,1,25,84%,Increase,1%,80%,Average,52%,Decrease,5%,51%,44%,Decrease,2%,43%,,,,,,,,,,,,,,,,
1966,North Bend SD 13,208,North Bend Middle School,Ralph Brooks,Grade(s) 6-8,M,Coos,545,<5%,16,13%,48%,96%,26,12,0,14%,85%,No,27,Decrease,1,25,86%,No Change,,80%,Low,52%,Decrease,3%,54%,39%,Decrease,3%,39%,,,,,,,,,,,,,,,,
1966,North Bend SD 13,209,North Bend Senior High School,Darrell Johnston,Grade(s) 9-12,H,Coos,741,<5%,9,12%,39%,93%,37,10,2,15%,78%,No,22,Decrease,2,25,83%,Increase,5%,80%,,,,,,,,,,78%,Increase,7%,85%,88%,Increase,6%,79%,92%,Increase,15%,85%,64%,Decrease,2%,62%
1966,North Bend SD 13,4690,Oregon Virtual Academy,Steve Werlein,Grade(s) K-12,H,Coos,2011,<5%,9,16%,65%,84%,68,0,2,28%,85%,No,47,Decrease,4,25,74%,Decrease,2%,80%,,,,,,,,,,56%,Increase,2%,85%,33%,Increase,7%,79%,41%,Increase,3%,85%,43%,No Change,,62%
1924,North Clackamas SD 12,3530,Alder Creek Middle School,Rene Canler,Grade(s) 6-8,M,Clackamas,950,21%,20,22%,51%,95%,49,11,2,13%,82%,No,30,No Change,,25,82%,Decrease,1%,80%,Average,49%,Decrease,5%,54%,35%,Decrease,5%,39%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4762,Ardenwald Elementary School,Karon Webster,Grade(s) K-5,E,Clackamas,421,6%,9,22%,48%,94%,23,12,1,14%,79%,Yes,25,Increase,1,25,79%,Decrease,2%,80%,High,48%,Increase,4%,51%,40%,Increase,6%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,65,Bilquist Elementary School,Charles Foote,Grade(s) K-5,E,Clackamas,435,14%,11,24%,52%,93%,23,14,1,14%,92%,Yes,25,No Change,,25,83%,Decrease,4%,80%,High,55%,Decrease,1%,51%,46%,Decrease,4%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4475,Cascade Heights Public Charter School,Kristin Macy,Grade(s) K-8,E,Clackamas,218,10%,11,13%,14%,93%,13,0,0,20%,100%,Yes,26,Increase,3,25,85%,Decrease,6%,80%,High,47%,Decrease,8%,52%,58%,Increase,1%,41%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,85,Clackamas High School,Tammy O'Neill,Grade(s) 9-12,H,Clackamas,2449,24%,37,11%,25%,95%,85,10,6,10%,84%,No,29,Decrease,1,25,88%,Decrease,1%,80%,,,,,,,,,,95%,No Change,,85%,94%,Increase,2%,79%,94%,Increase,2%,85%,75%,Decrease,4%,62%
1924,North Clackamas SD 12,4226,Clackamas Middle College,Brian Sien,Grade(s) 9-12,H,Clackamas,290,38%,13,8%,32%,82%,7,<1,3,4%,88%,Yes,23,Decrease,4,25,92%,Decrease,>3%,80%,,,,,,,,,,92%,Decrease,>3%,85%,96%,Increase,3%,79%,96%,Increase,2%,85%,74%,No Change,,62%
1924,North Clackamas SD 12,4223,Clackamas Web Academy,Brad Linn,Grade(s) 1-12,H,Clackamas,470,22%,9,11%,23%,71%,16,4,3,4%,100%,Yes,26.5,No Change,,25,95%,No Change,,80%,,,,,,,,,,77%,Increase,17%,85%,66%,Increase,9%,79%,69%,Decrease,9%,85%,40%,Decrease,21%,62%
1924,North Clackamas SD 12,4005,El Puente,Ruth Tucker,Grade(s) K-5,E,Clackamas,291,45%,7,14%,56%,95%,15,5,<1,16%,74%,No,27,Decrease,1,25,92%,Increase,6%,80%,Average,48%,Increase,1%,51%,42%,Increase,3%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4763,Happy Valley Elementary School,Heather Hull,Grade(s) K-5,E,Clackamas,447,11%,21,14%,12%,92%,20,7,<1,12%,86%,Yes,28,Increase,3,25,89%,Decrease,3%,80%,High,73%,Increase,4%,51%,66%,Increase,6%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4715,Happy Valley Middle School,Lajena Broadous,Grade(s) 6-8,M,Clackamas,1146,18%,29,12%,21%,94%,46,5,2,14%,81%,Yes,32.5,No Change,,25,90%,Decrease,1%,80%,High,73%,Decrease,2%,54%,65%,Decrease,2%,39%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4764,Lewelling Elementary School,Mason Branstetter,Grade(s) K-5,E,Clackamas,353,22%,9,24%,66%,89%,20,7,1,18%,57%,No,26,Increase,1,25,75%,Decrease,5%,80%,Average,36%,Decrease,9%,51%,26%,Decrease,8%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4765,Linwood Elementary School,Amy Busch,Grade(s) K-5,E,Clackamas,304,18%,15,17%,66%,93%,17,7,1,6%,90%,Yes,27,Increase,4,25,76%,Decrease,11%,80%,Average,38%,Decrease,15%,51%,23%,Decrease,14%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4369,Milwaukie Academy of the Arts,Kristi Weathers,Grade(s) 9-12,H,Clackamas,282,5%,3,16%,34%,90%,2,0,0,10%,100%,Yes,26,Increase,1,25,77%,Increase,1%,80%,,,,,,,,,,91%,Increase,8%,85%,91%,Decrease,1%,79%,97%,No Change,,85%,63%,Decrease,7%,62%
1924,North Clackamas SD 12,73,Milwaukie Elementary School,Ruth Tucker,Grade(s) K-5,E,Clackamas,152,7%,10,26%,39%,94%,9,6,<1,24%,79%,No,27,Increase,3,25,79%,Increase,1%,80%,Average,55%,Decrease,2%,51%,38%,Decrease,9%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,86,Milwaukie High School,Carmen Gelman,Grade(s) 9-12,H,Clackamas,773,32%,20,23%,63%,97%,47,11,4,10%,85%,No,24,Increase,2,25,72%,Decrease,3%,80%,,,,,,,,,,70%,Decrease,8%,85%,80%,Increase,2%,79%,84%,Increase,5%,85%,58%,Increase,6%,62%
1924,North Clackamas SD 12,1264,Mount Scott Elementary School,Cam Kitchen,Grade(s) K-5,E,Clackamas,384,21%,19,16%,30%,93%,19,9,<1,13%,95%,Yes,29,Increase,2,25,90%,Increase,1%,80%,Average,60%,Decrease,5%,51%,59%,No Change,,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4004,New Urban High School,Andrea Lockard,Grade(s) 9-12,H,Clackamas,134,11%,6,34%,>95%,96%,12,3,2,7%,92%,Yes,16,Increase,1,25,18%,Decrease,4%,80%,,,,,,,,,,46%,Increase,10%,85%,46%,Increase,8%,79%,62%,Increase,19%,85%,44%,Increase,21%,62%
1924,North Clackamas SD 12,3342,Oak Grove Elementary,Karen Rush,Grade(s) K-5,E,Clackamas,336,11%,9,26%,58%,92%,19,12,1,17%,75%,No,26,Increase,1,25,78%,Decrease,1%,80%,Low,39%,Decrease,1%,51%,34%,Decrease,7%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4766,Oregon Trail Elementary School,Kim Kellogg,Grade(s) K-5,E,Clackamas,592,19%,20,16%,26%,93%,27,13,<1,20%,86%,Yes,28.5,Increase,3,25,90%,Decrease,1%,80%,Average,60%,Decrease,4%,51%,43%,Decrease,8%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,87,Putnam High School,Ryan Richardson,Grade(s) 9-12,H,Clackamas,1087,19%,28,17%,44%,96%,44,11,3,10%,83%,No,28,Increase,1,25,76%,Decrease,1%,80%,,,,,,,,,,87%,Decrease,4%,85%,86%,Decrease,3%,79%,93%,Increase,2%,85%,60%,Decrease,6%,62%
1924,North Clackamas SD 12,76,Riverside Elementary School,Alison Schlicht,Grade(s) K-5,E,Clackamas,416,28%,9,18%,52%,95%,22,9,1,13%,67%,Yes,25.5,No Change,,25,80%,Decrease,8%,80%,Low,42%,Decrease,4%,51%,32%,Decrease,2%,43%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,4767,Rock Creek Middle School,John Brooks,Grade(s) 6-8,M,Clackamas,913,28%,23,14%,36%,93%,40,5,2,22%,75%,Yes,33,Increase,2,25,83%,Decrease,5%,80%,Average,55%,Decrease,6%,54%,49%,Increase,1%,39%,,,,,,,,,,,,,,,,
1924,North Clackamas SD 12,84,Rowe Middle School,Greg Harris,Grade(s) 6-8,M,Clackamas,777,24%,27,25%,67%,96%,44,6,2,16%,73%,Yes,26,Increase,3,25,74%,Decrease,5%,80%,Average,45%,Decrease,3%,54%,26%,Decrease,3%,39%,,,,,,,,,,,,,,,,
